Identifiant de l'élément,Nom base français,Code de la catégorie,Statut de l'élément,CO2,Unité français
40553.0,Poivron rouge,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,1.4775,kgCO2e/kg de poids net
40556.0,Poivron vert,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,1.49,kgCO2e/kg de poids net
41282.0,Polenta ou semoule de maïs,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,1.063,kgCO2e/kg de poids net
40559.0,Pomelo (dit Pamplemousse) jaune,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,1.18,kgCO2e/kg de poids net
40560.0,Pomelo (dit Pamplemousse) rose,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,1.18,kgCO2e/kg de poids net
40562.0,Pomme Canada,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,0.397,kgCO2e/kg de poids net
40563.0,Pomme de terre dauphine,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules",Valide générique,2.8475,kgCO2e/kg de poids net
40565.0,Pomme de terre de conservation,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules",Valide générique,0.7235,kgCO2e/kg de poids net
40566.0,Pomme de terre duchesse,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules",Valide générique,2.43,kgCO2e/kg de poids net
40568.0,Pomme de terre noisette,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules",Valide générique,4.8,kgCO2e/kg de poids net
40571.0,Pomme de terre primeur,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules",Valide générique,0.7235,kgCO2e/kg de poids net
40572.0,Pomme de terre rissolée,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules",Valide générique,1.0385,kgCO2e/kg de poids net
40586.0,Pomme Golden,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,0.463,kgCO2e/kg de poids net
41284.0,Pop-corn ou Maïs éclaté,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Céréales de petit-déjeuner et biscuits",Valide générique,1.2296666666666667,kgCO2e/kg de poids net
41799.0,Porc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,10.123623188405796,kgCO2e/kg de poids net
40592.0,Potimarron,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,0.56,kgCO2e/kg de poids net
40593.0,Potiron,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,1.0048333333333332,kgCO2e/kg de poids net
39912.0,Poudre cacaotée ou au chocolat sucrée pour boisson,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool",Valide générique,27.5,kgCO2e/kg de poids net
41833.0,Poule,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,6.655,kgCO2e/kg de poids net
41836.0,Poulet (var. blanc),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,6.98,kgCO2e/kg de poids net
41839.0,Poulet,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,7.176333333333333,kgCO2e/kg de poids net
41837.0,Poulet éviscéré sans abats,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,6.98,kgCO2e/kg de poids net
41838.0,Poulet fermier,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,6.98,kgCO2e/kg de poids net
40596.0,Printanière de légumes,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,1.1375,kgCO2e/kg de poids net
41859.0,Protéine de soja texturée,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Substituts de viande",Valide générique,0.9079999999999999,kgCO2e/kg de poids net
41290.0,Quinoa,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,2.7465,kgCO2e/kg de poids net
41288.0,Quinoa FR,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,6.145,kgCO2e/kg de poids net
40601.0,Radis noir,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,0.603,kgCO2e/kg de poids net
40602.0,Radis rouge,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,0.603,kgCO2e/kg de poids net
40603.0,Raisin blanc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,0.458,kgCO2e/kg de poids net
40604.0,Raisin noir,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,0.458,kgCO2e/kg de poids net
40109.0,Ravioli à la viande,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés",Valide générique,10.11,kgCO2e/kg de poids net
40111.0,Raviolis aux légumes,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés",Valide générique,1.93,kgCO2e/kg de poids net
40607.0,Rhubarbe,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,1.1035,kgCO2e/kg de poids net
39913.0,Rhum,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées",Valide générique,1.12,kgCO2e/kg de poids net
41880.0,Rillettes d'oie,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41873.0,Rillettes de canard,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41876.0,Rillettes de poulet,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41879.0,Rillettes de Tours,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41881.0,Rillettes du Mans,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41882.0,Rillettes pur oie,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41883.0,Rillettes pur porc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41884.0,Rillettes traditionnelles de porc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,5.31,kgCO2e/kg de poids net
41885.0,Ris,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,31.5125,kgCO2e/kg de poids net
40115.0,Riste d'aubergines,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés",Valide générique,0.984,kgCO2e/kg de poids net
41294.0,Riz blanc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,2.3966666666666665,kgCO2e/kg de poids net
41292.0,Riz blanc étuvé,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,2.04,kgCO2e/kg de poids net
41296.0,Riz complet,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,2.04,kgCO2e/kg de poids net
41298.0,Riz rouge,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,2.04,kgCO2e/kg de poids net
41300.0,Riz sauvage,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,2.04,kgCO2e/kg de poids net
41302.0,Riz thaï ou basmati,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,4.1,kgCO2e/kg de poids net
41381.0,Rocher chocolat fourré praliné,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat",Valide générique,9.72,kgCO2e/kg de poids net
41889.0,Rognon,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,20.419999999999998,kgCO2e/kg de poids net
39668.0,Romarin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Herbes",Valide générique,1.1825,kgCO2e/kg de poids net
41902.0,Rouget-barbet,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,6.1,kgCO2e/kg de poids net
41307.0,Sablé aux fruits (pomme,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Céréales de petit-déjeuner et biscuits",Valide générique,3.02,kgCO2e/kg de poids net
40955.0,Saindoux,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Matières grasses > Autres matières grasses",Valide générique,1.59,kgCO2e/kg de poids net
40862.0,Saint-Paulin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,5.72,kgCO2e/kg de poids net
40855.0,Sainte-Maure (fromage de chèvre),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,6.21,kgCO2e/kg de poids net
40856.0,Sainte-Maure de Touraine (fromage de chèvre),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,6.43,kgCO2e/kg de poids net
40120.0,Salade César au poulet,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Salades composées et crudités",Valide générique,3.14,kgCO2e/kg de poids net
40121.0,Salade composée avec viande ou poisson,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Salades composées et crudités",Valide générique,16.0,kgCO2e/kg de poids net
40122.0,Salade de chou ou Coleslaw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Salades composées et crudités",Valide générique,1.1150000000000002,kgCO2e/kg de poids net
40128.0,Salade de thon et légumes,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Salades composées et crudités",Valide générique,5.145,kgCO2e/kg de poids net
40614.0,Salade ou chicorée frisée,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,0.631,kgCO2e/kg de poids net
40615.0,Salade verte,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,0.948,kgCO2e/kg de poids net
41910.0,Salami pur porc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,6.08,kgCO2e/kg de poids net
41911.0,Salami type danois,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Valide générique,6.08,kgCO2e/kg de poids net
40618.0,Salsifis,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,0.9369999999999999,kgCO2e/kg de poids net
40130.0,Sandwich baguette,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Sandwichs",Valide générique,3.1147058823529408,kgCO2e/kg de poids net
40147.0,Sandwich grec ou Kebab,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Sandwichs",Valide générique,13.05,kgCO2e/kg de poids net
40149.0,Sandwich pain de mie complet,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Sandwichs",Valide générique,3.21625,kgCO2e/kg de poids net
40154.0,Sandwich panini,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Sandwichs",Valide générique,4.355,kgCO2e/kg de poids net
41912.0,Sang,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,30.55,kgCO2e/kg de poids net
41914.0,Sardine,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,4.3999999999999995,kgCO2e/kg de poids net
39671.0,Sarriette,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Herbes",Valide générique,1.55,kgCO2e/kg de poids net
39673.0,Sauce à la crème aux épices,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sauces",Valide générique,1.98,kgCO2e/kg de poids net
39674.0,Sauce à la crème aux herbes,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sauces",Valide générique,1.98,kgCO2e/kg de poids net
39680.0,Sauce au beurre blanc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sauces",Valide générique,4.38,kgCO2e/kg de poids net
39686.0,Sauce au poivre,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sauces",Valide générique,2.28,kgCO2e/kg de poids net
39702.0,Sauce crudités ou Sauce salade,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sauces",Valide générique,2.7433333333333336,kgCO2e/kg de poids net
39711.0,Sauce pesto rosso,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sauces",Valide générique,2.58,kgCO2e/kg de poids net
39722.0,Sauce végétale type bolognaise,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sauces",Valide générique,1.35,kgCO2e/kg de poids net
41934.0,Saucisse végétale au blé ou seitan,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Substitut de charcuterie",Valide générique,2.14,kgCO2e/kg de poids net
41935.0,Saucisse végétale au tofu (convient aux véganes ou végétaliens),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Substitut de charcuterie",Valide générique,1.33,kgCO2e/kg de poids net
39724.0,Sauge,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Herbes",Valide générique,1.1825,kgCO2e/kg de poids net
41947.0,Saumon,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,7.048571428571429,kgCO2e/kg de poids net
41955.0,Sébaste du nord,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,10.9,kgCO2e/kg de poids net
41956.0,Seitan,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Substituts de viande",Valide générique,1.32,kgCO2e/kg de poids net
39726.0,Sel au céleri,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sels",Valide générique,0.606,kgCO2e/kg de poids net
39727.0,Sel blanc alimentaire,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sels",Valide générique,0.606,kgCO2e/kg de poids net
39729.0,Sel marin gris,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Sels",Valide générique,0.606,kgCO2e/kg de poids net
40864.0,Selles-sur-Cher,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,6.5,kgCO2e/kg de poids net
40622.0,Sésame,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses",Valide générique,5.21,kgCO2e/kg de poids net
39730.0,Sirop d'agave,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Ingrédients divers",Valide générique,4.72,kgCO2e/kg de poids net
39731.0,Sirop d'érable,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Ingrédients divers",Valide générique,2.02,kgCO2e/kg de poids net
39732.0,Sirop léger pour fruits appertisés au sirop,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Ingrédients divers",Valide générique,0.73,kgCO2e/kg de poids net
41957.0,Sole tropicale ou Sole langue,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,6.73,kgCO2e/kg de poids net
40168.0,Soupe asiatique,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Soupes",Valide générique,2.535,kgCO2e/kg de poids net
40867.0,Spécialité à base de crème légère 8% MG,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Crèmes et spécialités à base de crème",Valide générique,1.99,kgCO2e/kg de poids net
40869.0,Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,4.98,kgCO2e/kg de poids net
40870.0,Spécialité fromagère non affinée environ 20% MG,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,4.59,kgCO2e/kg de poids net
40871.0,Spécialité fromagère non affinée environ 25% MG,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,4.98,kgCO2e/kg de poids net
40872.0,Spécialité végétale type fromage à tartiner,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,2.72,kgCO2e/kg de poids net
40873.0,Spécialité végétale type fromage en tranche,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,3.36,kgCO2e/kg de poids net
40874.0,Spécialité végétale type fromage râpé,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,3.37,kgCO2e/kg de poids net
41964.0,Spécialité végétale type jambon cuit,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Substitut de charcuterie",Valide générique,1.62,kgCO2e/kg de poids net
39738.0,Spiruline (Spirulina sp.),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Algues",Valide générique,6.77,kgCO2e/kg de poids net
40626.0,Sureau,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,0.86,kgCO2e/kg de poids net
40628.0,Tamarin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits",Valide générique,0.495,kgCO2e/kg de poids net
40630.0,Taro,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules",Valide générique,1.10925,kgCO2e/kg de poids net
41318.0,Tarte aux fruits et crème pâtissière,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Gâteaux et pâtisseries",Valide générique,2.61,kgCO2e/kg de poids net
41319.0,Tarte aux fruits rouges,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Gâteaux et pâtisseries",Valide générique,2.61,kgCO2e/kg de poids net
41971.0,Terrine de fruits de mer,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,7.86,kgCO2e/kg de poids net
41973.0,Terrine de poisson,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,7.86,kgCO2e/kg de poids net
39918.0,Thé infusé,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool",Valide générique,0.0394,kgCO2e/kg de poids net
39919.0,Thé noir,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool",Valide générique,0.0394,kgCO2e/kg de poids net
39920.0,Thé oolong,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool",Valide générique,0.0394,kgCO2e/kg de poids net
39921.0,Thé vert,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool",Valide générique,0.0394,kgCO2e/kg de poids net
41981.0,Thon,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,7.1225,kgCO2e/kg de poids net
41974.0,Thon à l'huile,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,7.575,kgCO2e/kg de poids net
41975.0,Thon albacore ou thon jaune,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,5.3575,kgCO2e/kg de poids net
41977.0,Thon germon ou thon blanc,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer",Valide générique,10.336666666666668,kgCO2e/kg de poids net
39745.0,Thym,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Herbes",Valide générique,1.1825,kgCO2e/kg de poids net
39922.0,Tisane infusée,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool",Valide générique,0.0394,kgCO2e/kg de poids net
41985.0,Tofu fumé,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Substituts de viande",Valide générique,1.53,kgCO2e/kg de poids net
40637.0,Tomate,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes",Valide générique,1.8318,kgCO2e/kg de poids net
40876.0,Tome des Bauges,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,5.76,kgCO2e/kg de poids net
40879.0,Tomme ou tome,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,5.68,kgCO2e/kg de poids net
40877.0,Tomme ou tome de montagne ou de Savoie,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,5.68,kgCO2e/kg de poids net
39923.0,Tonic ou bitter,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool",Valide générique,0.527,kgCO2e/kg de poids net
40650.0,Tournesol,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses",Valide générique,3.25,kgCO2e/kg de poids net
41987.0,Tripes,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,30.65,kgCO2e/kg de poids net
41988.0,Truite arc en ciel,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,7.6000000000000005,kgCO2e/kg de poids net
41992.0,Truite d'élevage,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,6.25,kgCO2e/kg de poids net
41991.0,Truite de mer,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,6.64,kgCO2e/kg de poids net
41994.0,Truite saumonée,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,6.64,kgCO2e/kg de poids net
41997.0,Turbot d'élevage,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus",Valide générique,12.7,kgCO2e/kg de poids net
40880.0,Valençay,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages",Valide générique,6.65,kgCO2e/kg de poids net
39747.0,Vanille,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Epices",Valide générique,1.15,kgCO2e/kg de poids net
42001.0,Veau,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues",Valide générique,21.191999999999997,kgCO2e/kg de poids net
41330.0,Vermicelle de riz,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales",Valide générique,1.9375,kgCO2e/kg de poids net
39926.0,Vin blanc mousseux,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées",Valide générique,1.23,kgCO2e/kg de poids net
39927.0,Vin blanc mousseux aromatisé,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées",Valide générique,1.23,kgCO2e/kg de poids net
39928.0,Vin blanc sec,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées",Valide générique,1.23,kgCO2e/kg de poids net
39930.0,Vin rosé,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées",Valide générique,1.19,kgCO2e/kg de poids net
39931.0,Vin rouge,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées",Valide générique,1.19,kgCO2e/kg de poids net
39932.0,Vodka,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées",Valide générique,1.12,kgCO2e/kg de poids net
42029.0,Volaille,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Autres produits à base de viande",Valide générique,6.04,kgCO2e/kg de poids net
39752.0,Wakamé (Undaria pinnatifida),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Algues",Valide générique,6.77,kgCO2e/kg de poids net
39753.0,Wakamé atlantique (Alaria esculenta),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Algues",Valide générique,6.58,kgCO2e/kg de poids net
